//The Reunion MOD Area Links Table
SRC_AREA  SRC_NWSE  TARGET_ARE  ENTRY_NAME  TRV_TIME  DEF_ENTRY  ENC1     ENC2     ENC3     ENC4     ENC5     ENC_PROB
AR1900    S         o#dae0      ExitSE      4         1          N        N        N        N        N        0
AR1900    E         o#dae0      ExitSE      4         1          N        N        N        N        N        0
AR1700    N         o#dae0      ExitSE      2         2          N        N        N        N        N        0
AR1700    W         o#dae0      ExitSE      2         2          N        N        N        N        N        0
AR1700    S         o#dae0      ExitSE      2         2          N        N        N        N        N        0
AR1700    E         o#dae0      ExitSE      2         2          N        N        N        N        N        0
AR2500    N         o#dae0      ExitSE      3         2          AR2601   N        N        N        N        101
AR2500    W         o#dae0      ExitSE      3         2          AR2601   N        N        N        N        101
AR2500    S         o#dae0      ExitSE      3         2          AR2601   N        N        N        N        101
AR2500    E         o#dae0      ExitSE      3         2          AR2601   N        N        N        N        101
AR1800    N         o#dae0      ExitSE      2         8          N        N        N        N        N        0
AR1800    W         o#dae0      ExitSE      2         8          N        N        N        N        N        0
AR1800    S         o#dae0      ExitSE      2         8          N        N        N        N        N        0
AR1800    E         o#dae0      ExitSE      2         8          N        N        N        N        N        0
AR3000    E         o#dae0      ExitSE      5         4          N        N        N        N        N        0
